customer_id,age,gender,city,plan_type,monthly_bill,data_usage_gb,call_minutes,sms_count,complaints,customer_tenure_months,payment_method,network_quality,support_calls,device_type,churn_status,customer_rating
C11051,,Other,Madurai,Premium,1720.09,9.28,404,31,1,93,UPI,,2,iPhone,No,4.0
C10580,29.0,Male,Coimbatore,Standard,2171.32,3.25,147,28,1,35,UPI,Average,3,iPhone,Yes,3.3
C10177,,Female,Trichy,Standard,1402.82,5.87,280,48,1,74,Auto Pay,Good,0,Android,No,4.0
C11138,42.0,Male,Chennai,Premium,325.42,20.02,30,44,3,62,UPI,Excellent,1,iPhone,No,3.9
C10768,25.0,Male,Bengaluru,Standard,1234.81,15.47,630,48,1,18,Net Banking,Good,2,Android,Yes,2.5
C10431,45.0,Male,Bengaluru,Premium,2212.62,11.14,1014,49,1,61,Credit Card,Average,2,Feature Phone,No,3.6
C10148,56.0,Female,Chennai,Basic,1075.19,15.31,90,35,0,55,Net Banking,Good,1,Android,No,4.1
C10509,27.0,Male,Hyderabad,Basic,2222.8,6.9,326,47,1,95,Auto Pay,Excellent,1,iPhone,Yes,4.3
C10737,18.0,Male,Chennai,Basic,2225.06,19.77,317,37,2,42,Credit Card,Good,2,Android,Yes,2.8
C10902,34.0,Female,Salem,Premium,1525.66,8.78,249,48,1,89,Auto Pay,Excellent,2,Android,No,3.1
C10376,56.0,Female,Madurai,Premium,2222.43,19.43,418,49,1,47,Auto Pay,Average,2,iPhone,No,4.2
C10687,29.0,Male,Coimbatore,Basic,745.21,10.91,594,38,2,94,Auto Pay,Good,3,iPhone,Yes,3.3
C11118,60.0,Female,Mumbai,Standard,1194.53,11.96,737,52,1,90,UPI,Excellent,0,iPhone,No,3.1
C10596,60.0,Male,Bengaluru,Standard,1476.76,9.78,297,42,1,51,UPI,Excellent,2,Android,No,4.4
C10293,63.0,Female,Salem,Premium,1522.86,16.02,213,43,2,3,Debit Card,Good,3,Android,Yes,2.9
C10583,53.0,Female,Mumbai,Unlimited,993.83,24.74,107,57,3,71,UPI,Poor,0,iPhone,No,2.2
C10091,46.0,Male,Bengaluru,Basic,976.59,40.0,117,60,0,52,Auto Pay,Good,1,Android,No,3.6
C11060,42.0,Male,Mumbai,Standard,2033.95,31.1,384,56,3,34,Credit Card,Poor,2,Feature Phone,No,1.3
C10740,45.0,Female,Kochi,Basic,1268.58,18.01,433,41,3,46,Credit Card,Excellent,0,Android,No,3.0
C10595,46.0,Female,Trichy,Premium,629.39,26.69,97,59,1,83,Debit Card,Average,1,Feature Phone,No,3.5
C10529,24.0,Female,Pune,Unlimited,936.97,18.26,136,44,1,69,Debit Card,Good,4,Android,No,1.9
C10069,43.0,Male,Trichy,Unlimited,1712.64,4.21,190,46,1,9,UPI,Excellent,2,Feature Phone,No,3.4
C10381,42.0,Male,Chennai,Standard,706.5,15.08,97,36,0,94,Net Banking,Average,2,Android,No,3.7
C10853,63.0,Female,Mumbai,Premium,2320.99,42.23,293,43,1,58,Credit Card,Excellent,2,Android,No,3.8
C11045,62.0,Female,Hyderabad,Standard,1163.47,9.13,317,34,0,92,Debit Card,Good,0,iPhone,No,4.2
C10370,43.0,Male,Bengaluru,Premium,1723.96,13.35,538,52,0,70,Net Banking,Excellent,1,Android,No,3.6
C10129,18.0,Male,Hyderabad,Unlimited,606.45,20.34,184,34,1,89,Credit Card,Good,2,iPhone,No,2.8
C10460,45.0,Female,Salem,Premium,1757.76,6.76,349,46,1,64,Debit Card,Excellent,1,iPhone,No,4.6
C10538,27.0,Male,Pune,Basic,704.16,30.21,473,42,2,27,UPI,Average,2,iPhone,Yes,3.3
C10071,51.0,Male,Bengaluru,Basic,1238.0,20.21,306,42,2,83,UPI,Excellent,1,Android,Yes,2.9
C10982,64.0,Male,Pune,Standard,667.13,13.26,146,52,1,92,Debit Card,Good,0,Android,No,3.8
C11024,52.0,Male,Coimbatore,Basic,2378.68,30.95,192,45,0,51,Net Banking,Good,2,Android,Yes,3.4
C10958,37.0,Female,,Basic,1133.76,23.26,369,46,0,46,UPI,Excellent,1,Android,No,3.9
C10918,64.0,Female,,Premium,924.73,6.04,310,45,1,85,Debit Card,Excellent,5,Android,No,3.0
C11097,30.0,Female,Pune,Premium,2248.62,6.96,380,46,0,44,Auto Pay,Good,5,Android,No,3.9
C10906,61.0,Male,Mumbai,Premium,2117.58,6.11,208,57,1,81,Credit Card,Excellent,2,Android,No,3.5
C10120,40.0,Male,Mumbai,Premium,1295.73,7.83,439,52,1,30,,Good,1,Android,Yes,3.8
C11102,41.0,Male,Coimbatore,Premium,421.4,7.66,862,40,0,34,UPI,Excellent,2,Android,No,4.3
C10965,55.0,Male,Chennai,Premium,663.13,24.39,331,35,2,72,UPI,Good,3,Android,No,3.3
C10427,47.0,Male,Mumbai,Standard,449.73,13.04,185,48,2,57,Debit Card,Average,2,Android,No,3.8
C10184,20.0,Female,Hyderabad,Premium,664.28,15.82,184,59,0,17,Debit Card,Excellent,0,Android,No,4.3
C10535,42.0,Female,Madurai,Standard,324.89,18.35,221,43,1,61,UPI,Excellent,1,Android,No,3.1
C10576,64.0,Female,Hyderabad,Basic,1934.51,19.52,401,41,1,25,UPI,,1,Feature Phone,No,2.9
C11150,59.0,Male,Chennai,Premium,969.22,14.89,249,37,1,60,Debit Card,Poor,3,Android,No,2.8
C10345,63.0,Female,Madurai,Premium,655.88,11.3,379,41,3,53,Auto Pay,Excellent,3,iPhone,Yes,2.8
C10940,23.0,Male,Kochi,Premium,1455.74,26.97,263,49,2,3,Net Banking,Poor,2,iPhone,No,1.6
C11182,28.0,Female,Chennai,Standard,1974.95,29.54,344,43,3,5,Debit Card,Good,3,iPhone,Yes,1.8
C10505,20.0,Female,Salem,Premium,1020.54,12.13,173,33,1,61,Credit Card,Good,0,Android,No,4.3
C10038,54.0,Female,Hyderabad,Basic,1540.2,16.73,245,43,2,74,Net Banking,Good,2,Android,No,2.3
C10423,57.0,Female,Bengaluru,Basic,1065.36,10.06,316,38,1,44,UPI,Excellent,0,Android,No,4.1
C10044,21.0,Male,Coimbatore,Basic,1813.0,26.2,757,54,1,39,UPI,Good,1,iPhone,No,4.4
C11176,27.0,Female,Chennai,Standard,1449.71,12.79,302,59,1,56,UPI,Excellent,1,iPhone,No,4.6
C11006,54.0,Female,Hyderabad,Premium,1959.23,43.66,485,41,1,24,Debit Card,Good,1,Android,Yes,4.2
C10632,61.0,Female,Hyderabad,Premium,2241.84,24.5,553,41,3,81,Net Banking,Excellent,3,Android,No,2.7
C10023,19.0,Male,Madurai,Basic,330.16,10.74,238,44,2,18,Credit Card,Excellent,1,Android,No,3.8
C10413,61.0,Male,Madurai,Standard,818.07,8.62,217,46,2,92,UPI,Excellent,1,iPhone,Yes,3.0
C10067,46.0,Female,Trichy,Standard,1362.64,12.94,295,47,0,93,Debit Card,Average,2,Android,No,3.9
C10591,48.0,Female,Hyderabad,Standard,906.98,24.01,361,44,1,77,Debit Card,Good,3,Android,Yes,3.8
C10363,64.0,Male,Pune,Basic,2035.91,13.52,87,36,1,38,Net Banking,Good,1,Android,No,3.3
C10926,61.0,Male,Salem,Basic,1580.82,2.07,429,39,0,83,Credit Card,Excellent,2,Feature Phone,No,4.7
C10264,43.0,Female,Madurai,Standard,1165.03,24.07,189,30,1,50,UPI,Good,0,Feature Phone,No,3.6
C10217,43.0,Male,Hyderabad,Unlimited,1022.72,11.01,96,40,2,75,Auto Pay,Excellent,4,Android,No,2.6
C11039,22.0,Female,Pune,Premium,331.0,12.77,964,42,2,46,UPI,Good,3,iPhone,No,2.7
C10141,26.0,Female,Bengaluru,Basic,2458.8,,427,53,1,88,Credit Card,Good,2,iPhone,No,4.6
C10439,18.0,Other,Salem,Premium,1768.84,15.9,708,44,2,93,Debit Card,Good,1,Android,No,3.3
C11134,43.0,Male,Chennai,Standard,848.87,12.44,426,39,0,41,Auto Pay,Excellent,0,iPhone,No,3.9
C10350,49.0,Male,Trichy,Unlimited,1179.95,4.71,1038,36,1,75,UPI,Average,1,iPhone,Yes,3.5
C10644,,Female,Hyderabad,Premium,2030.81,12.69,99,48,0,1,UPI,Poor,3,Feature Phone,Yes,3.4
C10080,57.0,Female,Coimbatore,Basic,1689.94,8.77,419,30,1,16,UPI,Good,1,iPhone,Yes,4.2
C11100,53.0,Female,Salem,Basic,2461.54,11.52,44,50,1,80,UPI,Excellent,4,Android,No,4.2
C11031,28.0,Female,Chennai,Unlimited,1906.45,19.78,86,41,1,75,Credit Card,Good,0,Android,No,3.2
C10341,58.0,Female,Chennai,Standard,2299.0,19.96,303,46,5,39,UPI,Good,5,iPhone,Yes,2.2
C11126,23.0,Female,Madurai,Basic,2330.89,18.38,457,37,2,79,Net Banking,Good,0,iPhone,Yes,4.5
C10533,46.0,Male,Kochi,Basic,2316.59,20.18,124,36,1,84,Debit Card,Poor,1,Android,No,2.1
C11108,64.0,Male,Hyderabad,Standard,1980.32,8.94,381,56,3,5,Auto Pay,Excellent,2,Android,Yes,3.0
C10796,44.0,Female,Pune,Basic,1724.61,23.53,77,44,0,64,UPI,Average,3,Android,No,3.9
C10166,59.0,Female,Bengaluru,Premium,1151.52,16.98,496,40,0,84,Debit Card,Poor,3,iPhone,No,3.4
C10949,20.0,Female,Salem,Standard,1066.07,39.03,326,49,5,42,Debit Card,Good,2,iPhone,Yes,2.5
C10311,29.0,Female,Kochi,Basic,505.32,22.77,436,43,2,34,UPI,Poor,0,Android,No,2.6
C11196,23.0,Female,Chennai,Premium,798.95,10.33,216,33,2,24,Credit Card,Good,5,Feature Phone,Yes,2.4
C10660,64.0,Male,Pune,Standard,2378.89,23.03,138,41,1,28,Debit Card,Excellent,1,Android,Yes,4.1
C10996,22.0,Female,Bengaluru,Basic,506.5,13.21,351,48,0,87,Debit Card,Poor,2,iPhone,No,3.6
C10165,19.0,Female,Bengaluru,Basic,1575.69,24.38,598,36,0,43,Net Banking,Poor,1,Feature Phone,No,3.5
C10325,50.0,Female,Chennai,Premium,1283.79,12.5,182,47,2,28,Auto Pay,Good,0,Android,No,4.0
C10669,37.0,Female,Chennai,Basic,640.64,24.37,431,49,1,75,Net Banking,Good,2,iPhone,No,3.4
C10513,30.0,Female,Kochi,Premium,2459.3,7.2,96,41,1,40,Credit Card,Average,1,Android,Yes,2.7
C10418,62.0,Male,Pune,Premium,1926.94,22.35,137,48,1,89,Credit Card,Average,2,Android,No,3.6
C11073,25.0,Female,Bengaluru,Unlimited,2217.82,37.67,379,52,0,52,Credit Card,Good,3,iPhone,No,4.1
C10188,44.0,Female,Coimbatore,Basic,1375.93,11.95,367,39,0,49,Auto Pay,Average,3,iPhone,No,4.0
C10574,48.0,Male,Bengaluru,Standard,1310.43,26.61,142,51,2,30,UPI,Good,4,iPhone,Yes,2.0
C10969,25.0,Male,Pune,Unlimited,891.22,12.5,224,46,1,78,Debit Card,Good,1,Android,No,3.5
C10313,39.0,Female,Hyderabad,Premium,1162.93,10.28,455,42,1,78,Auto Pay,Average,2,iPhone,No,2.9
C10250,56.0,Other,Salem,Basic,1003.86,5.05,241,36,1,22,UPI,Excellent,3,Android,Yes,2.6
C10634,44.0,Female,,Premium,852.62,9.98,233,44,0,76,UPI,Good,2,Feature Phone,No,4.4
C10358,20.0,Female,Chennai,Standard,1119.72,20.9,477,40,1,39,Credit Card,Poor,0,iPhone,No,3.0
C11152,48.0,Female,Pune,Premium,2291.07,18.58,199,50,2,43,UPI,Good,2,Android,No,2.8
C11032,58.0,Female,Chennai,Standard,724.16,18.16,446,46,0,85,Credit Card,Good,3,iPhone,No,3.3
C10990,30.0,Female,Kochi,Standard,2235.05,17.09,117,50,3,24,Debit Card,Good,2,Android,Yes,3.4
C10946,48.0,Female,Trichy,Premium,428.03,60.93,223,43,2,8,Net Banking,Good,0,Android,No,3.9
C10934,62.0,Female,Bengaluru,Unlimited,930.49,4.84,51,42,2,88,UPI,Average,1,iPhone,No,4.0
C10650,30.0,Male,Bengaluru,Unlimited,1066.94,16.35,425,44,2,7,Credit Card,Average,1,Android,Yes,4.0
C10643,,Male,Bengaluru,Premium,1356.69,7.99,644,29,2,58,,Poor,1,Android,Yes,2.2
C10255,45.0,Female,Hyderabad,Standard,2109.43,11.68,299,41,5,89,Credit Card,Good,2,Android,No,1.9
C10810,27.0,Female,Kochi,Standard,473.58,18.58,595,41,1,67,Debit Card,Average,3,iPhone,Yes,2.7
C11082,53.0,Female,Trichy,Premium,2172.07,31.47,374,40,1,82,Debit Card,Good,2,Feature Phone,Yes,3.7
C10052,64.0,Female,Mumbai,Basic,1813.85,25.22,119,40,3,81,Net Banking,Good,1,Android,Yes,2.8
C10871,52.0,Female,Bengaluru,Standard,,17.39,244,43,1,27,Credit Card,Good,2,iPhone,No,4.5
C10997,40.0,Female,Hyderabad,Basic,2350.41,15.36,268,37,1,48,Auto Pay,Good,3,Android,No,2.9
C10094,18.0,Other,Hyderabad,Premium,573.12,9.78,413,49,0,90,UPI,Excellent,0,iPhone,No,4.3
C10656,61.0,Female,Pune,Standard,1009.35,6.32,251,56,1,62,UPI,Good,2,Feature Phone,No,2.9
C10383,30.0,Male,Hyderabad,Premium,2174.96,,69,41,1,28,Auto Pay,Good,2,iPhone,Yes,3.6
C10103,28.0,Female,Madurai,Standard,2045.93,26.6,241,50,1,9,Auto Pay,Good,1,iPhone,No,3.2
C10466,29.0,Female,Salem,Premium,1292.59,25.59,379,54,2,3,UPI,Average,3,iPhone,Yes,3.3
C10320,44.0,Female,Hyderabad,Standard,1888.6,6.35,288,50,1,45,Auto Pay,Good,3,iPhone,Yes,4.0
C11023,29.0,Female,Coimbatore,Basic,614.51,23.7,290,48,6,60,UPI,Good,1,Feature Phone,Yes,2.4
C10638,56.0,Female,Coimbatore,Basic,1451.48,11.37,181,52,0,1,Debit Card,Excellent,2,Android,Yes,4.1
C10233,26.0,Male,Coimbatore,Premium,606.29,16.96,217,59,0,88,UPI,Good,1,Android,No,4.4
C10548,41.0,Female,Salem,Basic,1189.23,17.4,466,45,1,3,Debit Card,Excellent,2,Android,No,4.4
C11049,57.0,Male,Kochi,Unlimited,215.91,26.37,638,47,0,78,Credit Card,Average,1,Android,No,3.7
C11142,60.0,Male,Madurai,Standard,1209.99,8.04,549,41,1,79,UPI,Excellent,1,Android,No,4.0
C10938,39.0,Female,Hyderabad,Unlimited,2298.44,17.33,65,35,3,61,Net Banking,Good,1,Android,Yes,2.6
C10519,40.0,Male,Hyderabad,Premium,1170.04,,300,51,1,24,Auto Pay,Excellent,4,Android,Yes,3.0
C10928,59.0,Female,Kochi,Unlimited,854.97,3.55,533,49,0,20,Net Banking,Good,1,Android,No,4.0
C10202,19.0,Female,Coimbatore,Premium,424.42,32.35,685,43,3,49,Net Banking,Good,3,Android,No,2.6
C10212,50.0,Female,Kochi,Basic,589.74,7.18,116,56,0,24,Net Banking,Average,2,Feature Phone,No,3.8
C10824,33.0,Female,Salem,Premium,579.65,13.83,324,44,2,75,Debit Card,Excellent,1,Android,No,3.3
C10986,55.0,Female,Salem,Standard,247.32,5.82,855,37,1,19,Auto Pay,Good,0,Android,No,4.0
C10901,56.0,Male,Coimbatore,Premium,341.48,,153,46,1,70,UPI,Good,1,Android,No,3.1
C10504,29.0,Female,Bengaluru,Basic,1048.01,11.12,643,30,1,84,Auto Pay,Good,0,Android,No,3.7
C10048,43.0,Female,Pune,Standard,247.15,28.17,78,48,1,41,Auto Pay,Good,0,Android,Yes,3.9
C10540,26.0,Male,Chennai,Unlimited,2303.5,16.34,400,46,0,38,Auto Pay,Average,3,Android,No,3.7
C10027,39.0,Female,Bengaluru,Standard,736.6,29.86,83,41,1,93,UPI,Good,2,iPhone,No,2.5
C10555,42.0,Female,Coimbatore,Premium,453.39,35.55,634,36,5,20,Net Banking,Good,0,Android,No,2.9
C10095,42.0,Female,Bengaluru,Unlimited,1888.04,,523,40,1,79,Net Banking,Excellent,2,Android,No,3.4
C10804,34.0,Female,Chennai,Basic,2442.44,10.98,1223,48,0,62,Net Banking,Excellent,2,iPhone,Yes,3.9
C10876,43.0,Male,Kochi,Standard,1354.46,6.54,479,45,1,93,UPI,Average,1,iPhone,Yes,4.1
C10698,58.0,Male,Bengaluru,Premium,451.69,32.84,58,41,1,37,Debit Card,Good,1,Android,No,3.7
C11128,40.0,Male,Chennai,Premium,1369.61,8.24,358,46,2,11,Debit Card,Excellent,0,Android,Yes,4.2
C10831,21.0,Female,Salem,Premium,939.76,2.3,398,42,0,95,Debit Card,Good,1,Android,No,4.0
C10339,23.0,Male,Pune,Premium,1187.25,16.3,178,27,1,62,UPI,Average,1,iPhone,Yes,3.7
C11164,38.0,Female,Mumbai,Basic,1885.27,5.3,250,44,0,18,Debit Card,Excellent,1,Android,No,3.8
C10297,33.0,Male,Pune,Unlimited,1510.66,12.81,270,40,1,88,Credit Card,Average,1,iPhone,No,4.5
C10136,22.0,Male,Mumbai,Basic,1745.18,15.8,199,39,2,37,UPI,Good,2,Android,No,2.5
C10794,47.0,Female,Salem,Standard,2446.75,15.85,504,49,3,38,,Average,2,Android,No,2.4
C10399,49.0,Male,Coimbatore,Unlimited,2419.97,27.82,387,57,2,59,Debit Card,Good,1,Android,No,3.4
C10224,55.0,Female,Trichy,Basic,375.54,15.7,159,53,0,42,Auto Pay,Good,2,Android,No,4.4
C10675,48.0,Male,Hyderabad,Standard,2058.02,24.04,132,43,0,17,UPI,Good,2,Android,No,3.8
C11147,22.0,Male,Mumbai,Premium,896.41,9.95,302,44,2,41,Credit Card,Good,4,iPhone,No,3.0
C11030,25.0,Male,Kochi,Unlimited,1221.52,24.11,147,52,3,7,Credit Card,Excellent,1,Android,Yes,3.8
C11139,50.0,Male,Coimbatore,Premium,1529.65,24.58,632,43,1,84,Credit Card,Good,2,Android,Yes,2.8
C10149,49.0,Male,Madurai,Premium,324.5,20.77,220,38,1,85,Credit Card,Average,2,iPhone,No,3.8
C10702,26.0,Female,Pune,Basic,257.3,35.55,98,51,3,86,Debit Card,Average,0,Android,No,2.8
C10286,37.0,Female,Coimbatore,Premium,678.13,22.76,182,45,1,22,Auto Pay,Excellent,2,iPhone,No,3.2
C10727,38.0,Male,Coimbatore,Premium,648.55,4.95,233,41,1,47,Net Banking,Average,4,Android,No,2.7
C11195,24.0,Female,Mumbai,Premium,1359.36,37.95,752,50,2,83,UPI,,2,Android,No,3.2
C10117,29.0,Male,Kochi,Standard,1548.24,4.61,546,59,0,40,UPI,Excellent,2,Android,Yes,4.7
C10140,44.0,Female,,Premium,249.75,33.75,535,48,5,18,Credit Card,Average,1,Android,No,2.3
C10886,20.0,Female,Chennai,Basic,1314.54,40.23,330,43,3,4,Debit Card,Average,0,Feature Phone,No,3.4
C10287,52.0,Female,Mumbai,Standard,1016.51,6.68,223,46,0,44,Debit Card,Excellent,1,Android,No,5.0
C10668,36.0,Female,Chennai,Basic,1642.64,6.42,538,41,1,62,UPI,Good,1,Android,No,3.2
C10007,56.0,Male,Chennai,Standard,1878.57,12.48,611,36,1,59,UPI,Excellent,0,Android,No,3.5
C10078,31.0,Male,Pune,Premium,1716.29,28.7,93,53,6,49,Net Banking,Average,1,Android,No,1.9
C11056,50.0,Female,Coimbatore,Standard,1353.47,15.97,394,48,3,65,UPI,Excellent,3,iPhone,Yes,3.0
C11057,40.0,Female,Bengaluru,Premium,2291.84,14.45,223,38,0,15,Auto Pay,Average,2,Android,Yes,4.4
C10932,43.0,Male,Chennai,Premium,1941.89,16.73,287,34,1,32,Credit Card,Excellent,2,Feature Phone,No,3.6
C10053,24.0,Female,Pune,Standard,961.11,4.23,746,46,3,46,Auto Pay,Good,3,iPhone,No,2.0
C11013,55.0,Female,Coimbatore,Basic,849.36,38.59,665,47,1,58,Credit Card,Good,2,Android,No,3.3
C10891,64.0,Female,Kochi,Unlimited,743.2,22.82,51,37,2,53,UPI,Average,1,iPhone,No,4.1
C10279,50.0,Female,Kochi,Basic,1109.8,17.0,409,55,2,35,Net Banking,Average,2,Android,Yes,2.5
C10395,32.0,Male,Mumbai,Standard,896.79,27.35,69,38,2,93,UPI,Poor,3,iPhone,No,2.4
C10419,49.0,Female,Mumbai,Premium,2262.09,8.93,175,42,3,40,Net Banking,Average,0,iPhone,No,3.9
C10780,64.0,Female,Salem,Standard,2423.72,21.83,232,48,1,50,Credit Card,Average,1,iPhone,No,3.8
C10020,61.0,Female,Chennai,Unlimited,1545.8,24.19,221,46,1,17,Debit Card,Excellent,0,Android,No,4.0
C10190,54.0,Male,Chennai,Premium,1079.4,16.03,522,44,3,38,Debit Card,Good,0,iPhone,No,3.9
C10724,49.0,Female,Hyderabad,Basic,2233.3,15.5,404,33,4,50,UPI,Excellent,3,Android,Yes,2.8
C10309,34.0,Female,Chennai,Basic,1602.25,9.03,169,45,1,80,Auto Pay,Good,2,Android,No,3.4
C10612,44.0,Female,Bengaluru,Standard,480.75,10.32,417,48,2,57,Debit Card,Poor,1,Android,No,2.9
C10316,55.0,Female,Mumbai,Standard,861.82,19.95,412,56,1,18,UPI,Excellent,2,Android,Yes,3.9
C10417,23.0,Male,Trichy,Standard,1050.53,63.8,198,33,0,13,Debit Card,Good,3,Android,No,3.0
C10261,52.0,Male,Madurai,Standard,2037.06,20.78,361,59,1,55,Credit Card,Good,1,Android,Yes,3.2
C10933,51.0,Female,Chennai,Premium,847.41,20.56,200,47,1,51,Auto Pay,Good,1,Android,No,2.8
C10128,52.0,Female,Madurai,Basic,2432.16,22.48,179,51,1,2,UPI,Average,0,iPhone,No,5.0
C11077,46.0,Female,Coimbatore,Standard,324.6,12.36,261,42,1,87,,Good,3,Android,Yes,2.9
C10978,37.0,Male,Kochi,Basic,539.3,20.88,312,44,1,63,Net Banking,Good,0,iPhone,Yes,4.0
C10967,32.0,Female,Chennai,Basic,1947.92,39.33,23,53,3,55,Auto Pay,Good,0,Android,No,2.5
C10329,22.0,Female,Chennai,Premium,1135.94,9.2,134,42,2,10,Auto Pay,Poor,5,Feature Phone,Yes,1.0
C11072,24.0,Male,Coimbatore,Unlimited,1158.48,12.62,735,43,5,40,UPI,Good,2,Android,Yes,3.0
C10256,42.0,Male,Bengaluru,Standard,715.71,16.95,474,47,1,65,Credit Card,Average,1,iPhone,No,2.9
C10530,21.0,Male,Salem,Basic,1569.92,10.66,237,24,2,88,Auto Pay,Good,4,Android,Yes,2.6
C10196,49.0,Male,Chennai,Standard,1518.89,38.76,213,53,1,11,UPI,Poor,1,iPhone,Yes,3.3
C10302,50.0,Female,Pune,Unlimited,1993.49,13.06,240,55,0,14,UPI,Good,0,Android,No,4.2
C10109,22.0,Female,Trichy,Premium,880.55,29.49,397,41,1,28,Credit Card,Good,1,Android,No,4.5
C10135,18.0,Male,Hyderabad,Basic,2351.66,15.66,91,45,0,89,UPI,Excellent,0,Android,No,3.8
C10014,57.0,Male,Chennai,Premium,2153.91,8.78,214,35,3,39,Auto Pay,Excellent,1,Android,Yes,4.0
C10896,32.0,Male,Pune,Unlimited,2125.19,5.72,42,46,2,50,Net Banking,Good,5,Android,Yes,1.9
C10860,43.0,Female,Pune,Unlimited,1325.51,2.92,328,44,0,48,Debit Card,Good,2,Android,No,3.5
C10641,30.0,Male,Pune,Unlimited,584.4,14.4,390,50,2,1,UPI,Excellent,2,iPhone,No,3.0
C10042,56.0,Male,Coimbatore,Premium,1271.22,4.56,626,44,2,29,Auto Pay,Good,3,iPhone,No,3.3
C11071,20.0,Male,Pune,Basic,1463.35,25.59,120,56,1,57,Auto Pay,Excellent,2,Android,Yes,3.5
C10756,26.0,Female,Madurai,Premium,2150.49,18.94,568,49,1,27,Debit Card,Poor,0,iPhone,No,2.8
C10464,63.0,Male,Coimbatore,Standard,322.36,4.96,504,62,4,28,Credit Card,Average,0,Android,No,2.4
C10943,47.0,Female,Mumbai,Basic,2158.71,8.8,131,58,1,76,Credit Card,,1,Android,No,4.2
C10063,19.0,Male,Kochi,Standard,2428.44,18.57,106,37,0,59,UPI,Average,2,Android,No,3.6
C10422,52.0,Male,Salem,Basic,2398.47,38.87,815,45,1,62,Auto Pay,Good,2,iPhone,No,4.2
C10077,25.0,Male,Pune,Premium,1089.73,10.69,565,50,2,78,UPI,Average,3,iPhone,No,3.1
C10769,56.0,Female,Hyderabad,Basic,1921.62,14.99,169,36,3,16,Credit Card,Excellent,0,Android,No,3.0
C10491,33.0,Female,Salem,Standard,2410.26,23.82,477,48,2,51,Net Banking,Excellent,1,Android,Yes,4.0
C10056,64.0,Female,Chennai,Basic,1938.38,3.63,408,49,1,45,UPI,Good,8,Android,No,1.9
C10153,40.0,Female,Mumbai,Basic,696.57,12.69,320,38,1,79,Auto Pay,Average,3,Android,No,3.0
C11034,31.0,Female,Bengaluru,Standard,888.84,14.65,194,44,0,15,Credit Card,Good,1,Android,No,5.0
C10411,25.0,Female,Trichy,Premium,733.12,11.47,85,54,0,30,UPI,Average,3,iPhone,Yes,4.4
C10784,38.0,Female,Coimbatore,Standard,1291.73,12.35,890,38,0,90,UPI,Poor,2,Android,No,3.2
C10792,51.0,Female,Bengaluru,Premium,201.17,15.65,150,47,0,74,UPI,Excellent,1,Android,No,4.2
C10348,50.0,Female,Trichy,Unlimited,1475.81,28.91,26,44,2,10,Auto Pay,Average,2,Android,Yes,2.6
C10866,34.0,Male,Salem,Premium,626.29,12.89,158,40,0,74,UPI,Good,1,Android,No,4.5
C10575,36.0,Male,Chennai,Premium,2468.86,44.79,169,51,1,30,UPI,Excellent,5,Android,No,2.9
C10353,20.0,Female,Pune,Premium,400.91,20.29,283,42,2,3,Debit Card,Excellent,1,Android,No,2.6
C10372,57.0,Male,Coimbatore,Premium,2342.0,4.01,727,46,1,8,Net Banking,Good,2,iPhone,Yes,3.1
C11012,41.0,Male,Bengaluru,Standard,1089.61,10.16,178,46,2,40,UPI,Good,2,Android,No,3.8
C10228,,Male,Hyderabad,Basic,1143.81,14.31,77,33,1,82,Debit Card,Average,2,Android,No,3.6
C10285,57.0,Female,Salem,Basic,2479.53,9.35,446,44,2,92,UPI,Excellent,0,Android,No,3.4
C11094,27.0,Female,Madurai,Premium,2471.69,16.6,468,42,1,58,UPI,Excellent,2,iPhone,Yes,3.4
C11103,32.0,Male,Hyderabad,Basic,1856.05,13.05,114,43,0,46,Net Banking,Average,2,Android,Yes,5.0
C10600,29.0,Male,Salem,Standard,2213.58,32.3,405,47,4,51,Debit Card,Excellent,2,Android,Yes,2.1
C10681,29.0,Female,Trichy,Basic,540.57,9.03,667,38,2,23,Debit Card,Average,2,Android,No,4.1
C10274,36.0,Male,Trichy,Basic,1125.3,8.4,167,49,2,59,Debit Card,Poor,2,Android,No,2.0
C10152,54.0,Female,Bengaluru,Standard,1080.4,32.1,340,39,1,47,Debit Card,Good,1,iPhone,No,4.3
C10172,61.0,Male,Mumbai,Premium,1513.7,14.61,228,44,1,66,Auto Pay,Excellent,3,iPhone,No,3.7
C10730,39.0,Female,Hyderabad,Standard,953.03,28.75,306,45,0,22,UPI,Poor,1,Feature Phone,No,3.7
C10089,62.0,Female,Coimbatore,Unlimited,1536.99,15.11,237,55,1,80,Auto Pay,Poor,0,iPhone,Yes,2.5
C10733,50.0,Male,Salem,Standard,978.29,9.83,100,50,2,80,Auto Pay,Good,2,iPhone,No,3.3
C10185,56.0,Female,Mumbai,Standard,1088.43,,217,47,3,84,UPI,Average,2,iPhone,No,2.9
C10276,20.0,Female,Salem,Standard,2491.01,19.34,402,46,1,30,Debit Card,Excellent,1,Android,No,4.0
C10849,22.0,Male,Trichy,Standard,1072.4,10.27,191,54,1,9,Auto Pay,Good,2,Android,No,4.5
C10739,23.0,Female,Trichy,Unlimited,790.24,43.01,246,41,3,39,UPI,Good,2,iPhone,No,3.8
C10105,25.0,Female,Salem,Unlimited,381.34,21.23,59,42,1,67,Credit Card,Average,4,Android,No,2.2
